Station ID,Name,Data Source,Latitude,Longitude,Old Province,New Province,Old Amphure,New Amphure,Old Tambon,New Tambon,Formatted Address
135,Pred Nai Communuty,HII,12.142003,102.529785,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอเมืองตราด,ตำบลห้วงน้ำขาว,ห้วงน้ำขาว,ห้วงน้ำขาว ตำบล ห้วงน้ำขาว อำเภอเมืองตราด ตราด ประเทศไทย
136,Trat 3,HII,12.262464,102.52681,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอเมืองตราด,ตำบลวังกระแจะ,วังกระแจะ,วังกระแจะ อำเภอเมืองตราด ตราด ประเทศไทย
137,Trat 1,HII,12.325215,102.5005,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอเมืองตราด,ตำบลห้วยแร้ง,ห้วยแร้ง,ห้วยแร้ง อำเภอเมืองตราด ตราด ประเทศไทย
138,Trat 2,HII,12.36929,102.543365,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอเมืองตราด,ตำบลห้วยแร้ง,ห้วยแร้ง,ห้วยแร้ง อำเภอเมืองตราด ตราด ประเทศไทย
139,Thaphrik Noensai,HII,12.255151,102.55824,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอเมืองตราด,ตำบลเนินทราย,เนินทราย,เนินทราย อำเภอเมืองตราด ตราด ประเทศไทย
140,Mai Rut,HII,11.927444,102.77911,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอ คลองใหญ่,ตำบลไม้รูด,ไม้รูด,ไม้รูด อำเภอ คลองใหญ่ ตราด ประเทศไทย
141,Sato,HII,12.536135,102.444595,ชลบุรี,ตราด,เมืองชลบุรี,อำเภอ เขาสมิง,ตำบลสะตอ,สะตอ,สะตอ อำเภอ เขาสมิง ตราด ประเทศไทย
142,Dan Chumphon,HII,12.444715,102.63004,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอ บ่อไร่,ตำบลด่านชุมพล,ด่านชุมพล,ด่านชุมพล อำเภอ บ่อไร่ ตราด ประเทศไทย
143,Nong Bon,HII,12.677052,102.45956,ชลบุรี,ตราด,เมืองชลบุรี,อำเภอ บ่อไร่,ตำบลหนองบอน,หนองบอน,หนองบอน อำเภอ บ่อไร่ ตราด 23140 ประเทศไทย
144,Bang Pit,HII,12.2172,102.30768,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอ แหลมงอบ,ตำบลบางปิด,บางปิด,บางปิด อำเภอ แหลมงอบ ตราด ประเทศไทย
145,Ko Chang,HII,12.103423,102.35203,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอ เกาะช้าง,ตำบลเกาะช้าง,เกาะช้าง,เกาะช้าง ตำบล เกาะช้าง อำเภอ เกาะช้าง ตราด 23170 ประเทศไทย
146,Bang Khwan,HII,13.749849,101.07749,ฉะเชิงเทรา,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,ตำบลบางขวัญ,บางขวัญ,บางขวัญ อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 ประเทศไทย
147,Nakhon Nueang Khet,HII,13.739651,101.035,ฉะเชิงเทรา,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,ตำบลวังตะเคียน,วังตะเคียน,วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 ประเทศไทย
148,Bangpakong 2,HII,13.659069,101.06332,ฉะเชิงเทรา,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,ตำบลบางตีนเป็ด,บางตีนเป็ด,บางตีนเป็ด อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 ประเทศไทย
149,Bang Nam Priao,HII,13.838244,100.96659,ฉะเชิงเทรา,ฉะเชิงเทรา,บางน้ำเปรี้ยว,อำเภอบางน้ำเปรี้ยว,ตำบลบางน้ำเปรี้ยว,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24150 ประเทศไทย
150,Bang Khanak,HII,13.869965,101.137408,ฉะเชิงเทรา,ฉะเชิงเทรา,บางน้ำเปรี้ยว,อำเภอบางน้ำเปรี้ยว,ตำบลบางขนาก,บางขนาก,บางขนาก อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา ประเทศไทย
151,Bang Nam Priao,HII,13.870314,101.145744,ฉะเชิงเทรา,ฉะเชิงเทรา,บางน้ำเปรี้ยว,อำเภอบางน้ำเปรี้ยว,ตำบลบางขนาก,บางขนาก,บางขนาก อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา ประเทศไทย
152,Don Chimphli,HII,13.905311,100.970314,ฉะเชิงเทรา,ฉะเชิงเทรา,บางน้ำเปรี้ยว,อำเภอบางน้ำเปรี้ยว,ตำบลดอนฉิมพลี,ดอนฉิมพลี,ดอนฉิมพลี อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา ประเทศไทย
153,,HII,13.7933,100.945,ฉะเชิงเทรา,ฉะเชิงเทรา,บางน้ำเปรี้ยว,อำเภอบางน้ำเปรี้ยว,ตำบลศาลาแดง,ศาลาแดง,ศาลาแดง อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา ประเทศไทย
